province,year,track,score,cumulativeRank,source
山东,2025,综合,168,679323,real:sdzk/一分一段
山东,2025,综合,167,679460,real:sdzk/一分一段
山东,2025,综合,166,679548,real:sdzk/一分一段
山东,2025,综合,165,679665,real:sdzk/一分一段
山东,2025,综合,164,679761,real:sdzk/一分一段
山东,2025,综合,163,679881,real:sdzk/一分一段
山东,2025,综合,162,679983,real:sdzk/一分一段
山东,2025,综合,161,680095,real:sdzk/一分一段
山东,2025,综合,160,680194,real:sdzk/一分一段
山东,2025,综合,159,680302,real:sdzk/一分一段
山东,2025,综合,158,680412,real:sdzk/一分一段
山东,2025,综合,157,680504,real:sdzk/一分一段
山东,2025,综合,156,680589,real:sdzk/一分一段
山东,2025,综合,155,680694,real:sdzk/一分一段
山东,2025,综合,154,680791,real:sdzk/一分一段
山东,2025,综合,153,680878,real:sdzk/一分一段
山东,2025,综合,152,680957,real:sdzk/一分一段
山东,2025,综合,151,681043,real:sdzk/一分一段
山东,2025,综合,150,681127,real:sdzk/一分一段
