universityId,province,year,track,minScore,minRank,source
D653,山东,2025,综合,491,208100,real:sdzk/投档线
E099,山东,2025,综合,491,208221,real:sdzk/投档线
D811,山东,2025,综合,491,208695,real:sdzk/投档线
B629,山东,2025,综合,491,208842,real:sdzk/投档线
E830,山东,2025,综合,491,209604,real:sdzk/投档线
A190,山东,2025,综合,491,209677,real:sdzk/投档线
B230,山东,2025,综合,491,209971,real:sdzk/投档线
A434,山东,2025,综合,491,210089,real:sdzk/投档线
B538,山东,2025,综合,491,210143,real:sdzk/投档线
A678,山东,2025,综合,491,210156,real:sdzk/投档线
A216,山东,2025,综合,491,210497,real:sdzk/投档线
D588,山东,2025,综合,490,210708,real:sdzk/投档线
A752,山东,2025,综合,490,210731,real:sdzk/投档线
A160,山东,2025,综合,490,210914,real:sdzk/投档线
D649,山东,2025,综合,490,210920,real:sdzk/投档线
A513,山东,2025,综合,490,211021,real:sdzk/投档线
Y021,山东,2025,综合,490,211244,real:sdzk/投档线
E207,山东,2025,综合,490,211384,real:sdzk/投档线
D686,山东,2025,综合,490,211711,real:sdzk/投档线
A188,山东,2025,综合,490,212019,real:sdzk/投档线
A149,山东,2025,综合,490,212123,real:sdzk/投档线
A093,山东,2025,综合,490,212158,real:sdzk/投档线
A809,山东,2025,综合,490,212179,real:sdzk/投档线
B048,山东,2025,综合,490,212701,real:sdzk/投档线
C058,山东,2025,综合,489,213094,real:sdzk/投档线
B784,山东,2025,综合,489,213824,real:sdzk/投档线
E201,山东,2025,综合,489,214059,real:sdzk/投档线
D810,山东,2025,综合,489,214189,real:sdzk/投档线
B805,山东,2025,综合,489,214735,real:sdzk/投档线
C048,山东,2025,综合,489,214822,real:sdzk/投档线
A517,山东,2025,综合,489,215354,real:sdzk/投档线
A663,山东,2025,综合,489,215358,real:sdzk/投档线
A679,山东,2025,综合,488,215553,real:sdzk/投档线
A410,山东,2025,综合,488,215579,real:sdzk/投档线
A623,山东,2025,综合,488,216194,real:sdzk/投档线
D188,山东,2025,综合,488,216536,real:sdzk/投档线
B033,山东,2025,综合,488,216836,real:sdzk/投档线
A118,山东,2025,综合,488,217346,real:sdzk/投档线
A640,山东,2025,综合,488,217547,real:sdzk/投档线
B658,山东,2025,综合,487,218054,real:sdzk/投档线
A135,山东,2025,综合,487,218071,real:sdzk/投档线
D637,山东,2025,综合,487,219697,real:sdzk/投档线
E436,山东,2025,综合,487,219988,real:sdzk/投档线
E275,山东,2025,综合,487,220238,real:sdzk/投档线
E434,山东,2025,综合,486,220674,real:sdzk/投档线
A245,山东,2025,综合,486,221259,real:sdzk/投档线
A638,山东,2025,综合,486,221920,real:sdzk/投档线
B535,山东,2025,综合,486,222059,real:sdzk/投档线
E277,山东,2025,综合,486,222074,real:sdzk/投档线
B775,山东,2025,综合,486,222084,real:sdzk/投档线
Y015,山东,2025,综合,486,222479,real:sdzk/投档线
A576,山东,2025,综合,486,222613,real:sdzk/投档线
A433,山东,2025,综合,486,222707,real:sdzk/投档线
A439,山东,2025,综合,486,222968,real:sdzk/投档线
A457,山东,2025,综合,485,223273,real:sdzk/投档线
A599,山东,2025,综合,485,223314,real:sdzk/投档线
B785,山东,2025,综合,485,223355,real:sdzk/投档线
E046,山东,2025,综合,485,223497,real:sdzk/投档线
A226,山东,2025,综合,485,223525,real:sdzk/投档线
A349,山东,2025,综合,485,223868,real:sdzk/投档线
A166,山东,2025,综合,485,224231,real:sdzk/投档线
A680,山东,2025,综合,485,224279,real:sdzk/投档线
B057,山东,2025,综合,485,224396,real:sdzk/投档线
B833,山东,2025,综合,485,224615,real:sdzk/投档线
D661,山东,2025,综合,485,224707,real:sdzk/投档线
A531,山东,2025,综合,485,224803,real:sdzk/投档线
A208,山东,2025,综合,485,224910,real:sdzk/投档线
D673,山东,2025,综合,484,225585,real:sdzk/投档线
A388,山东,2025,综合,484,225609,real:sdzk/投档线
B035,山东,2025,综合,484,226228,real:sdzk/投档线
A534,山东,2025,综合,484,226790,real:sdzk/投档线
A199,山东,2025,综合,484,226814,real:sdzk/投档线
A061,山东,2025,综合,484,226821,real:sdzk/投档线
A735,山东,2025,综合,484,226967,real:sdzk/投档线
A096,山东,2025,综合,484,226999,real:sdzk/投档线
M285,山东,2025,综合,484,227208,real:sdzk/投档线
A418,山东,2025,综合,484,227300,real:sdzk/投档线
A158,山东,2025,综合,484,227543,real:sdzk/投档线
B058,山东,2025,综合,484,227585,real:sdzk/投档线
A596,山东,2025,综合,483,227977,real:sdzk/投档线
B080,山东,2025,综合,483,228182,real:sdzk/投档线
D436,山东,2025,综合,483,229452,real:sdzk/投档线
A414,山东,2025,综合,483,230112,real:sdzk/投档线
A571,山东,2025,综合,483,230254,real:sdzk/投档线
A603,山东,2025,综合,482,230864,real:sdzk/投档线
A519,山东,2025,综合,482,230893,real:sdzk/投档线
C799,山东,2025,综合,482,231012,real:sdzk/投档线
A760,山东,2025,综合,482,231284,real:sdzk/投档线
A722,山东,2025,综合,482,231710,real:sdzk/投档线
A643,山东,2025,综合,482,231718,real:sdzk/投档线
A231,山东,2025,综合,482,231753,real:sdzk/投档线
A232,山东,2025,综合,482,231790,real:sdzk/投档线
Y004,山东,2025,综合,482,231849,real:sdzk/投档线
D654,山东,2025,综合,482,231962,real:sdzk/投档线
A240,山东,2025,综合,482,232152,real:sdzk/投档线
A677,山东,2025,综合,482,232465,real:sdzk/投档线
B053,山东,2025,综合,482,232530,real:sdzk/投档线
B488,山东,2025,综合,482,232728,real:sdzk/投档线
C539,山东,2025,综合,481,233290,real:sdzk/投档线
D612,山东,2025,综合,481,233301,real:sdzk/投档线
A476,山东,2025,综合,481,233307,real:sdzk/投档线
A742,山东,2025,综合,481,233572,real:sdzk/投档线
A822,山东,2025,综合,481,234015,real:sdzk/投档线
A203,山东,2025,综合,481,234409,real:sdzk/投档线
A691,山东,2025,综合,481,234432,real:sdzk/投档线
A496,山东,2025,综合,481,234762,real:sdzk/投档线
A602,山东,2025,综合,480,235699,real:sdzk/投档线
A538,山东,2025,综合,480,235721,real:sdzk/投档线
B077,山东,2025,综合,480,235866,real:sdzk/投档线
C911,山东,2025,综合,480,235944,real:sdzk/投档线
A324,山东,2025,综合,480,235948,real:sdzk/投档线
A186,山东,2025,综合,480,236540,real:sdzk/投档线
B736,山东,2025,综合,480,236800,real:sdzk/投档线
A518,山东,2025,综合,480,236920,real:sdzk/投档线
A546,山东,2025,综合,480,236951,real:sdzk/投档线
A500,山东,2025,综合,480,237079,real:sdzk/投档线
A086,山东,2025,综合,480,237287,real:sdzk/投档线
H127,山东,2025,综合,480,237525,real:sdzk/投档线
A427,山东,2025,综合,480,237661,real:sdzk/投档线
C763,山东,2025,综合,480,237864,real:sdzk/投档线
D994,山东,2025,综合,479,238180,real:sdzk/投档线
D524,山东,2025,综合,479,238845,real:sdzk/投档线
A127,山东,2025,综合,479,239375,real:sdzk/投档线
A876,山东,2025,综合,479,239450,real:sdzk/投档线
A670,山东,2025,综合,479,239465,real:sdzk/投档线
D684,山东,2025,综合,479,239724,real:sdzk/投档线
C734,山东,2025,综合,479,239797,real:sdzk/投档线
A117,山东,2025,综合,479,239902,real:sdzk/投档线
E458,山东,2025,综合,479,240216,real:sdzk/投档线
A078,山东,2025,综合,479,240309,real:sdzk/投档线
B436,山东,2025,综合,479,240328,real:sdzk/投档线
A103,山东,2025,综合,479,240469,real:sdzk/投档线
A639,山东,2025,综合,479,240482,real:sdzk/投档线
B318,山东,2025,综合,479,240510,real:sdzk/投档线
A113,山东,2025,综合,479,240537,real:sdzk/投档线
A649,山东,2025,综合,478,241321,real:sdzk/投档线
A879,山东,2025,综合,478,241405,real:sdzk/投档线
A959,山东,2025,综合,478,241605,real:sdzk/投档线
A443,山东,2025,综合,478,242001,real:sdzk/投档线
E438,山东,2025,综合,478,242077,real:sdzk/投档线
B838,山东,2025,综合,478,242622,real:sdzk/投档线
B652,山东,2025,综合,478,242660,real:sdzk/投档线
A399,山东,2025,综合,478,242775,real:sdzk/投档线
A234,山东,2025,综合,478,242816,real:sdzk/投档线
B342,山东,2025,综合,478,242883,real:sdzk/投档线
A894,山东,2025,综合,478,242968,real:sdzk/投档线
D844,山东,2025,综合,478,243040,real:sdzk/投档线
A878,山东,2025,综合,477,243326,real:sdzk/投档线
D121,山东,2025,综合,477,243496,real:sdzk/投档线
A373,山东,2025,综合,477,243585,real:sdzk/投档线
D667,山东,2025,综合,477,243808,real:sdzk/投档线
C059,山东,2025,综合,477,244306,real:sdzk/投档线
A482,山东,2025,综合,477,244475,real:sdzk/投档线
B355,山东,2025,综合,477,244495,real:sdzk/投档线
A753,山东,2025,综合,477,244658,real:sdzk/投档线
A167,山东,2025,综合,477,244663,real:sdzk/投档线
D597,山东,2025,综合,477,244707,real:sdzk/投档线
A136,山东,2025,综合,477,244818,real:sdzk/投档线
B528,山东,2025,综合,477,245476,real:sdzk/投档线
D623,山东,2025,综合,476,246292,real:sdzk/投档线
A578,山东,2025,综合,476,246297,real:sdzk/投档线
B276,山东,2025,综合,476,246875,real:sdzk/投档线
D987,山东,2025,综合,476,246995,real:sdzk/投档线
B329,山东,2025,综合,476,247052,real:sdzk/投档线
A162,山东,2025,综合,476,247095,real:sdzk/投档线
A746,山东,2025,综合,476,247119,real:sdzk/投档线
A545,山东,2025,综合,476,247290,real:sdzk/投档线
B430,山东,2025,综合,476,247300,real:sdzk/投档线
D236,山东,2025,综合,476,247464,real:sdzk/投档线
A920,山东,2025,综合,476,247500,real:sdzk/投档线
A419,山东,2025,综合,476,247625,real:sdzk/投档线
B305,山东,2025,综合,476,247646,real:sdzk/投档线
D904,山东,2025,综合,476,247683,real:sdzk/投档线
A223,山东,2025,综合,476,247779,real:sdzk/投档线
A672,山东,2025,综合,475,248046,real:sdzk/投档线
A397,山东,2025,综合,475,248824,real:sdzk/投档线
A664,山东,2025,综合,475,249362,real:sdzk/投档线
A464,山东,2025,综合,475,249405,real:sdzk/投档线
A733,山东,2025,综合,475,249535,real:sdzk/投档线
A085,山东,2025,综合,475,249836,real:sdzk/投档线
A543,山东,2025,综合,475,249905,real:sdzk/投档线
B565,山东,2025,综合,475,250264,real:sdzk/投档线
A128,山东,2025,综合,474,250584,real:sdzk/投档线
B802,山东,2025,综合,474,250653,real:sdzk/投档线
D290,山东,2025,综合,474,250724,real:sdzk/投档线
B806,山东,2025,综合,474,250784,real:sdzk/投档线
A976,山东,2025,综合,474,251056,real:sdzk/投档线
F203,山东,2025,综合,474,251573,real:sdzk/投档线
A389,山东,2025,综合,474,251886,real:sdzk/投档线
A323,山东,2025,综合,474,251913,real:sdzk/投档线
A548,山东,2025,综合,474,252055,real:sdzk/投档线
D257,山东,2025,综合,474,252076,real:sdzk/投档线
F205,山东,2025,综合,474,252273,real:sdzk/投档线
A144,山东,2025,综合,474,252502,real:sdzk/投档线
A084,山东,2025,综合,474,252504,real:sdzk/投档线
A480,山东,2025,综合,474,252574,real:sdzk/投档线
D505,山东,2025,综合,474,252613,real:sdzk/投档线
A549,山东,2025,综合,474,252614,real:sdzk/投档线
C835,山东,2025,综合,473,253223,real:sdzk/投档线
C973,山东,2025,综合,473,253468,real:sdzk/投档线
A689,山东,2025,综合,473,253633,real:sdzk/投档线
A392,山东,2025,综合,473,253863,real:sdzk/投档线
D662,山东,2025,综合,473,254267,real:sdzk/投档线
D678,山东,2025,综合,473,254438,real:sdzk/投档线
A723,山东,2025,综合,473,254615,real:sdzk/投档线
B104,山东,2025,综合,473,254643,real:sdzk/投档线
B070,山东,2025,综合,473,254675,real:sdzk/投档线
F208,山东,2025,综合,473,254954,real:sdzk/投档线
D402,山东,2025,综合,473,255069,real:sdzk/投档线
A020,山东,2025,综合,473,255242,real:sdzk/投档线
D432,山东,2025,综合,473,255326,real:sdzk/投档线
A739,山东,2025,综合,473,255516,real:sdzk/投档线
E440,山东,2025,综合,472,255756,real:sdzk/投档线
B049,山东,2025,综合,472,256198,real:sdzk/投档线
D989,山东,2025,综合,472,256697,real:sdzk/投档线
D706,山东,2025,综合,472,257113,real:sdzk/投档线
A379,山东,2025,综合,472,257182,real:sdzk/投档线
B393,山东,2025,综合,472,257185,real:sdzk/投档线
B068,山东,2025,综合,472,257338,real:sdzk/投档线
E101,山东,2025,综合,472,257459,real:sdzk/投档线
A398,山东,2025,综合,472,257584,real:sdzk/投档线
D655,山东,2025,综合,472,257733,real:sdzk/投档线
F202,山东,2025,综合,472,257752,real:sdzk/投档线
A766,山东,2025,综合,472,257825,real:sdzk/投档线
B498,山东,2025,综合,472,257874,real:sdzk/投档线
A381,山东,2025,综合,472,257884,real:sdzk/投档线
E410,山东,2025,综合,471,258257,real:sdzk/投档线
F209,山东,2025,综合,471,258286,real:sdzk/投档线
E437,山东,2025,综合,471,259545,real:sdzk/投档线
B726,山东,2025,综合,471,259845,real:sdzk/投档线
B067,山东,2025,综合,471,259917,real:sdzk/投档线
D303,山东,2025,综合,471,260042,real:sdzk/投档线
M189,山东,2025,综合,471,260080,real:sdzk/投档线
A606,山东,2025,综合,471,260292,real:sdzk/投档线
D009,山东,2025,综合,471,260375,real:sdzk/投档线
A674,山东,2025,综合,471,260421,real:sdzk/投档线
D926,山东,2025,综合,471,260532,real:sdzk/投档线
D991,山东,2025,综合,470,260759,real:sdzk/投档线
A222,山东,2025,综合,470,260799,real:sdzk/投档线
B607,山东,2025,综合,470,260985,real:sdzk/投档线
B306,山东,2025,综合,470,261032,real:sdzk/投档线
A721,山东,2025,综合,470,261676,real:sdzk/投档线
A687,山东,2025,综合,470,262313,real:sdzk/投档线
E435,山东,2025,综合,470,262316,real:sdzk/投档线
A440,山东,2025,综合,470,262389,real:sdzk/投档线
A119,山东,2025,综合,470,262438,real:sdzk/投档线
A375,山东,2025,综合,470,262441,real:sdzk/投档线
A798,山东,2025,综合,470,262532,real:sdzk/投档线
A380,山东,2025,综合,470,262551,real:sdzk/投档线
D386,山东,2025,综合,470,262565,real:sdzk/投档线
D434,山东,2025,综合,470,262613,real:sdzk/投档线
A123,山东,2025,综合,470,262749,real:sdzk/投档线
F201,山东,2025,综合,470,262765,real:sdzk/投档线
A594,山东,2025,综合,470,262791,real:sdzk/投档线
B963,山东,2025,综合,470,262835,real:sdzk/投档线
M721,山东,2025,综合,470,262851,real:sdzk/投档线
D659,山东,2025,综合,470,262970,real:sdzk/投档线
F204,山东,2025,综合,470,263048,real:sdzk/投档线
D906,山东,2025,综合,469,263394,real:sdzk/投档线
A551,山东,2025,综合,469,263427,real:sdzk/投档线
B807,山东,2025,综合,469,263428,real:sdzk/投档线
D560,山东,2025,综合,469,263738,real:sdzk/投档线
B336,山东,2025,综合,469,264390,real:sdzk/投档线
A895,山东,2025,综合,469,264590,real:sdzk/投档线
A416,山东,2025,综合,469,264744,real:sdzk/投档线
A667,山东,2025,综合,469,264897,real:sdzk/投档线
B071,山东,2025,综合,469,264919,real:sdzk/投档线
A102,山东,2025,综合,469,264945,real:sdzk/投档线
E390,山东,2025,综合,469,264962,real:sdzk/投档线
A977,山东,2025,综合,469,265123,real:sdzk/投档线
B360,山东,2025,综合,469,265254,real:sdzk/投档线
B354,山东,2025,综合,469,265316,real:sdzk/投档线
A104,山东,2025,综合,469,265336,real:sdzk/投档线
B825,山东,2025,综合,469,265457,real:sdzk/投档线
A082,山东,2025,综合,468,265765,real:sdzk/投档线
A383,山东,2025,综合,468,265853,real:sdzk/投档线
B261,山东,2025,综合,468,266080,real:sdzk/投档线
A467,山东,2025,综合,468,266290,real:sdzk/投档线
D296,山东,2025,综合,468,266446,real:sdzk/投档线
A081,山东,2025,综合,468,266463,real:sdzk/投档线
A122,山东,2025,综合,468,266736,real:sdzk/投档线
D744,山东,2025,综合,468,267062,real:sdzk/投档线
A841,山东,2025,综合,468,267089,real:sdzk/投档线
A192,山东,2025,综合,468,267115,real:sdzk/投档线
B527,山东,2025,综合,468,267205,real:sdzk/投档线
D628,山东,2025,综合,468,267267,real:sdzk/投档线
A236,山东,2025,综合,468,267277,real:sdzk/投档线
A426,山东,2025,综合,468,267410,real:sdzk/投档线
D534,山东,2025,综合,468,267427,real:sdzk/投档线
B517,山东,2025,综合,468,267616,real:sdzk/投档线
A121,山东,2025,综合,468,267710,real:sdzk/投档线
A553,山东,2025,综合,468,267734,real:sdzk/投档线
A478,山东,2025,综合,468,267739,real:sdzk/投档线
B397,山东,2025,综合,468,267779,real:sdzk/投档线
B656,山东,2025,综合,468,267780,real:sdzk/投档线
A605,山东,2025,综合,468,267880,real:sdzk/投档线
A665,山东,2025,综合,468,267932,real:sdzk/投档线
B562,山东,2025,综合,468,267936,real:sdzk/投档线
B843,山东,2025,综合,468,268079,real:sdzk/投档线
B390,山东,2025,综合,468,268094,real:sdzk/投档线
A684,山东,2025,综合,468,268129,real:sdzk/投档线
A233,山东,2025,综合,468,268151,real:sdzk/投档线
A738,山东,2025,综合,467,268362,real:sdzk/投档线
A235,山东,2025,综合,467,268476,real:sdzk/投档线
A193,山东,2025,综合,467,268497,real:sdzk/投档线
C331,山东,2025,综合,467,268577,real:sdzk/投档线
A995,山东,2025,综合,467,268621,real:sdzk/投档线
A609,山东,2025,综合,467,268883,real:sdzk/投档线
A485,山东,2025,综合,467,268965,real:sdzk/投档线
A099,山东,2025,综合,467,269148,real:sdzk/投档线
C714,山东,2025,综合,467,269213,real:sdzk/投档线
C656,山东,2025,综合,467,269676,real:sdzk/投档线
A669,山东,2025,综合,467,269688,real:sdzk/投档线
B709,山东,2025,综合,467,269702,real:sdzk/投档线
B463,山东,2025,综合,467,269756,real:sdzk/投档线
A206,山东,2025,综合,467,269796,real:sdzk/投档线
A449,山东,2025,综合,467,269841,real:sdzk/投档线
E223,山东,2025,综合,467,269918,real:sdzk/投档线
A138,山东,2025,综合,467,270232,real:sdzk/投档线
D275,山东,2025,综合,467,270349,real:sdzk/投档线
A740,山东,2025,综合,467,270422,real:sdzk/投档线
A483,山东,2025,综合,467,270452,real:sdzk/投档线
D627,山东,2025,综合,467,270484,real:sdzk/投档线
A582,山东,2025,综合,467,270501,real:sdzk/投档线
B427,山东,2025,综合,467,270565,real:sdzk/投档线
A465,山东,2025,综合,467,270578,real:sdzk/投档线
A481,山东,2025,综合,467,270899,real:sdzk/投档线
A528,山东,2025,综合,466,270945,real:sdzk/投档线
E233,山东,2025,综合,466,271121,real:sdzk/投档线
A479,山东,2025,综合,466,271239,real:sdzk/投档线
B311,山东,2025,综合,466,271240,real:sdzk/投档线
B326,山东,2025,综合,466,271343,real:sdzk/投档线
A154,山东,2025,综合,466,271433,real:sdzk/投档线
A919,山东,2025,综合,466,271596,real:sdzk/投档线
B561,山东,2025,综合,466,271611,real:sdzk/投档线
D503,山东,2025,综合,466,272177,real:sdzk/投档线
A146,山东,2025,综合,466,272288,real:sdzk/投档线
A579,山东,2025,综合,466,272303,real:sdzk/投档线
E527,山东,2025,综合,466,272337,real:sdzk/投档线
A124,山东,2025,综合,466,272359,real:sdzk/投档线
A646,山东,2025,综合,466,272361,real:sdzk/投档线
D284,山东,2025,综合,466,272445,real:sdzk/投档线
A618,山东,2025,综合,466,272541,real:sdzk/投档线
A547,山东,2025,综合,466,272583,real:sdzk/投档线
A644,山东,2025,综合,466,272685,real:sdzk/投档线
A469,山东,2025,综合,466,272700,real:sdzk/投档线
B312,山东,2025,综合,466,272753,real:sdzk/投档线
B396,山东,2025,综合,466,272771,real:sdzk/投档线
B556,山东,2025,综合,466,272861,real:sdzk/投档线
B508,山东,2025,综合,466,273069,real:sdzk/投档线
B653,山东,2025,综合,466,273092,real:sdzk/投档线
A129,山东,2025,综合,466,273121,real:sdzk/投档线
A757,山东,2025,综合,466,273175,real:sdzk/投档线
D507,山东,2025,综合,465,273524,real:sdzk/投档线
D471,山东,2025,综合,465,273913,real:sdzk/投档线
A647,山东,2025,综合,465,273918,real:sdzk/投档线
A812,山东,2025,综合,465,274041,real:sdzk/投档线
B319,山东,2025,综合,465,274299,real:sdzk/投档线
B546,山东,2025,综合,465,274770,real:sdzk/投档线
A637,山东,2025,综合,465,274796,real:sdzk/投档线
A762,山东,2025,综合,465,274877,real:sdzk/投档线
D234,山东,2025,综合,465,274935,real:sdzk/投档线
B765,山东,2025,综合,465,275147,real:sdzk/投档线
A628,山东,2025,综合,465,275190,real:sdzk/投档线
A580,山东,2025,综合,465,275311,real:sdzk/投档线
C746,山东,2025,综合,465,275364,real:sdzk/投档线
D672,山东,2025,综合,465,275538,real:sdzk/投档线
G127,山东,2025,综合,465,275553,real:sdzk/投档线
A686,山东,2025,综合,465,275720,real:sdzk/投档线
A997,山东,2025,综合,465,275736,real:sdzk/投档线
A076,山东,2025,综合,465,275752,real:sdzk/投档线
A101,山东,2025,综合,465,275800,real:sdzk/投档线
A918,山东,2025,综合,465,275944,real:sdzk/投档线
A685,山东,2025,综合,464,276048,real:sdzk/投档线
A204,山东,2025,综合,464,276177,real:sdzk/投档线
D668,山东,2025,综合,464,276716,real:sdzk/投档线
D691,山东,2025,综合,464,277233,real:sdzk/投档线
A489,山东,2025,综合,464,277363,real:sdzk/投档线
D589,山东,2025,综合,464,277407,real:sdzk/投档线
B100,山东,2025,综合,464,277433,real:sdzk/投档线
B391,山东,2025,综合,464,277602,real:sdzk/投档线
A764,山东,2025,综合,464,277642,real:sdzk/投档线
A763,山东,2025,综合,464,277765,real:sdzk/投档线
A191,山东,2025,综合,464,277818,real:sdzk/投档线
B834,山东,2025,综合,464,278056,real:sdzk/投档线
A737,山东,2025,综合,464,278150,real:sdzk/投档线
A453,山东,2025,综合,464,278410,real:sdzk/投档线
D283,山东,2025,综合,464,278460,real:sdzk/投档线
A819,山东,2025,综合,463,278604,real:sdzk/投档线
B445,山东,2025,综合,463,278852,real:sdzk/投档线
B552,山东,2025,综合,463,279167,real:sdzk/投档线
A994,山东,2025,综合,463,279990,real:sdzk/投档线
D433,山东,2025,综合,463,280239,real:sdzk/投档线
E881,山东,2025,综合,463,280381,real:sdzk/投档线
D897,山东,2025,综合,463,280407,real:sdzk/投档线
B407,山东,2025,综合,463,280426,real:sdzk/投档线
D665,山东,2025,综合,463,280536,real:sdzk/投档线
D634,山东,2025,综合,463,280717,real:sdzk/投档线
E623,山东,2025,综合,463,280828,real:sdzk/投档线
D440,山东,2025,综合,463,281008,real:sdzk/投档线
D535,山东,2025,综合,462,281427,real:sdzk/投档线
A693,山东,2025,综合,462,282398,real:sdzk/投档线
D666,山东,2025,综合,462,282570,real:sdzk/投档线
D677,山东,2025,综合,462,282621,real:sdzk/投档线
D561,山东,2025,综合,462,282734,real:sdzk/投档线
B548,山东,2025,综合,462,282795,real:sdzk/投档线
D558,山东,2025,综合,462,282884,real:sdzk/投档线
D593,山东,2025,综合,462,283132,real:sdzk/投档线
C362,山东,2025,综合,462,283209,real:sdzk/投档线
A964,山东,2025,综合,462,283300,real:sdzk/投档线
D643,山东,2025,综合,462,283374,real:sdzk/投档线
D898,山东,2025,综合,462,283604,real:sdzk/投档线
D590,山东,2025,综合,462,283649,real:sdzk/投档线
A765,山东,2025,综合,462,283651,real:sdzk/投档线
E625,山东,2025,综合,461,283732,real:sdzk/投档线
D571,山东,2025,综合,461,284087,real:sdzk/投档线
A417,山东,2025,综合,461,284942,real:sdzk/投档线
D429,山东,2025,综合,461,284947,real:sdzk/投档线
D670,山东,2025,综合,461,284953,real:sdzk/投档线
F206,山东,2025,综合,461,285016,real:sdzk/投档线
E388,山东,2025,综合,461,285121,real:sdzk/投档线
B439,山东,2025,综合,461,285307,real:sdzk/投档线
D579,山东,2025,综合,461,285519,real:sdzk/投档线
D578,山东,2025,综合,461,285999,real:sdzk/投档线
E897,山东,2025,综合,460,286198,real:sdzk/投档线
A477,山东,2025,综合,460,286273,real:sdzk/投档线
D842,山东,2025,综合,460,286412,real:sdzk/投档线
C948,山东,2025,综合,460,286450,real:sdzk/投档线
D899,山东,2025,综合,460,287527,real:sdzk/投档线
E333,山东,2025,综合,460,287789,real:sdzk/投档线
D999,山东,2025,综合,460,287945,real:sdzk/投档线
D681,山东,2025,综合,460,288201,real:sdzk/投档线
A825,山东,2025,综合,460,288248,real:sdzk/投档线
A466,山东,2025,综合,459,289019,real:sdzk/投档线
D992,山东,2025,综合,459,290038,real:sdzk/投档线
C649,山东,2025,综合,459,290204,real:sdzk/投档线
C715,山东,2025,综合,459,290659,real:sdzk/投档线
C650,山东,2025,综合,459,291061,real:sdzk/投档线
A758,山东,2025,综合,458,291474,real:sdzk/投档线
D501,山东,2025,综合,458,292018,real:sdzk/投档线
C689,山东,2025,综合,458,292639,real:sdzk/投档线
C784,山东,2025,综合,458,292779,real:sdzk/投档线
A202,山东,2025,综合,458,292890,real:sdzk/投档线
D893,山东,2025,综合,458,292942,real:sdzk/投档线
B395,山东,2025,综合,458,292986,real:sdzk/投档线
A676,山东,2025,综合,458,293506,real:sdzk/投档线
D594,山东,2025,综合,458,293608,real:sdzk/投档线
D669,山东,2025,综合,457,293728,real:sdzk/投档线
D235,山东,2025,综合,457,294129,real:sdzk/投档线
D115,山东,2025,综合,457,294334,real:sdzk/投档线
A598,山东,2025,综合,457,294448,real:sdzk/投档线
D256,山东,2025,综合,457,295298,real:sdzk/投档线
A201,山东,2025,综合,457,295334,real:sdzk/投档线
A429,山东,2025,综合,457,295657,real:sdzk/投档线
D242,山东,2025,综合,457,295839,real:sdzk/投档线
A455,山东,2025,综合,456,296372,real:sdzk/投档线
E654,山东,2025,综合,456,296472,real:sdzk/投档线
B798,山东,2025,综合,456,296690,real:sdzk/投档线
C766,山东,2025,综合,456,296825,real:sdzk/投档线
D439,山东,2025,综合,456,297353,real:sdzk/投档线
B330,山东,2025,综合,456,297374,real:sdzk/投档线
D905,山东,2025,综合,456,297414,real:sdzk/投档线
D198,山东,2025,综合,456,297838,real:sdzk/投档线
A431,山东,2025,综合,456,297864,real:sdzk/投档线
D631,山东,2025,综合,456,298074,real:sdzk/投档线
D123,山东,2025,综合,456,298154,real:sdzk/投档线
E045,山东,2025,综合,456,298355,real:sdzk/投档线
E276,山东,2025,综合,456,298500,real:sdzk/投档线
D614,山东,2025,综合,455,298828,real:sdzk/投档线
A372,山东,2025,综合,455,298886,real:sdzk/投档线
D500,山东,2025,综合,455,299157,real:sdzk/投档线
E225,山东,2025,综合,455,299368,real:sdzk/投档线
A430,山东,2025,综合,455,299846,real:sdzk/投档线
D420,山东,2025,综合,455,300036,real:sdzk/投档线
B635,山东,2025,综合,455,300129,real:sdzk/投档线
A214,山东,2025,综合,455,300135,real:sdzk/投档线
A153,山东,2025,综合,455,300357,real:sdzk/投档线
D636,山东,2025,综合,454,301727,real:sdzk/投档线
D220,山东,2025,综合,454,302563,real:sdzk/投档线
D238,山东,2025,综合,454,302610,real:sdzk/投档线
D215,山东,2025,综合,454,302707,real:sdzk/投档线
D738,山东,2025,综合,454,302901,real:sdzk/投档线
D993,山东,2025,综合,454,302950,real:sdzk/投档线
D538,山东,2025,综合,454,303209,real:sdzk/投档线
D619,山东,2025,综合,454,303387,real:sdzk/投档线
D986,山东,2025,综合,453,303576,real:sdzk/投档线
D645,山东,2025,综合,453,303692,real:sdzk/投档线
D664,山东,2025,综合,453,303727,real:sdzk/投档线
D383,山东,2025,综合,453,304295,real:sdzk/投档线
D903,山东,2025,综合,453,304899,real:sdzk/投档线
D980,山东,2025,综合,453,305015,real:sdzk/投档线
D816,山东,2025,综合,453,305650,real:sdzk/投档线
D843,山东,2025,综合,453,305714,real:sdzk/投档线
D299,山东,2025,综合,453,305719,real:sdzk/投档线
D620,山东,2025,综合,452,306001,real:sdzk/投档线
N012,山东,2025,综合,452,306581,real:sdzk/投档线
D988,山东,2025,综合,452,307899,real:sdzk/投档线
C915,山东,2025,综合,451,308552,real:sdzk/投档线
B810,山东,2025,综合,451,309095,real:sdzk/投档线
